,accumulated_power,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,power,resistance,speed,temperature,timestamp,unknown_61,unknown_66
225,31271,2119,89,1782.55,-76.19999999999999,8.491,0.0,123,148.0,0,8491,18,2019-05-11 16:38:45,2119,582
226,31419,2119,89,1791.15,-76.19999999999999,8.603,0.0,123,148.0,0,8603,18,2019-05-11 16:38:46,2119,582
227,31567,2119,90,1799.65,-76.19999999999999,8.491,0.0,123,148.0,0,8491,18,2019-05-11 16:38:47,2119,582
228,31716,2118,89,1808.05,-76.39999999999998,8.407,0.0,123,149.0,0,8407,18,2019-05-11 16:38:48,2118,581
229,31864,2118,86,1816.43,-76.39999999999998,8.379,0.0,122,148.0,0,8379,18,2019-05-11 16:38:49,2118,582
230,32012,2118,86,1824.79,-76.39999999999998,8.36,0.0,122,148.0,0,8360,18,2019-05-11 16:38:50,2118,581
231,32160,2118,88,1833.1,-76.39999999999998,8.304,0.0,123,148.0,0,8304,18,2019-05-11 16:38:51,2118,581
232,32308,2118,88,1841.51,-76.39999999999998,8.407,0.0,123,148.0,0,8407,18,2019-05-11 16:38:52,2118,581
233,32456,2119,88,1849.88,-76.19999999999999,8.379,0.0,124,148.0,0,8379,18,2019-05-11 16:38:53,2119,581
234,32605,2119,87,1858.32,-76.19999999999999,8.435,0.0,125,149.0,0,8435,18,2019-05-11 16:38:54,2119,581
235,32754,2118,89,1866.75,-76.39999999999998,8.435,0.0,125,149.0,0,8435,18,2019-05-11 16:38:55,2118,581
236,32903,2118,89,1875.25,-76.39999999999998,8.491,0.0,124,149.0,0,8491,18,2019-05-11 16:38:56,2118,581
237,33052,2118,89,1883.74,-76.39999999999998,8.491,0.0,123,149.0,0,8491,18,2019-05-11 16:38:57,2118,582
238,33201,2118,89,1892.16,-76.39999999999998,8.435,0.0,122,149.0,0,8435,18,2019-05-11 16:38:58,2118,582
239,33350,2118,89,1900.57,-76.39999999999998,8.407,0.0,121,149.0,0,8407,18,2019-05-11 16:38:59,2118,582
240,33498,2118,89,1909.06,-76.39999999999998,8.491,0.0,121,148.0,0,8491,18,2019-05-11 16:39:00,2118,582
241,33646,2118,90,1925.88,-76.39999999999998,8.407,0.0,122,148.0,0,8407,18,2019-05-11 16:39:02,2118,582
242,33794,2118,90,1934.31,-76.39999999999998,8.435,0.0,121,148.0,0,8435,18,2019-05-11 16:39:03,2118,582
243,33943,2118,90,1942.83,-76.39999999999998,8.519,0.0,121,149.0,0,8519,18,2019-05-11 16:39:04,2118,582
244,34092,2118,89,1951.26,-76.39999999999998,8.435,0.0,120,149.0,0,8435,18,2019-05-11 16:39:05,2118,582
245,34240,2118,90,1959.63,-76.39999999999998,8.36,0.0,119,148.0,0,8360,18,2019-05-11 16:39:06,2118,582
246,34388,2118,90,1968.07,-76.39999999999998,8.435,0.0,118,148.0,0,8435,18,2019-05-11 16:39:07,2118,582
247,34536,2118,90,1976.49,-76.39999999999998,8.435,0.0,118,148.0,0,8435,18,2019-05-11 16:39:08,2118,582
248,34684,2118,90,1984.96,-76.39999999999998,8.463,0.0,118,148.0,0,8463,18,2019-05-11 16:39:09,2118,582
249,34832,2118,89,1993.53,-76.39999999999998,8.575,0.0,118,148.0,0,8575,18,2019-05-11 16:39:10,2118,582
250,34981,2118,89,2002.09,-76.39999999999998,8.547,0.0,119,149.0,0,8547,18,2019-05-11 16:39:11,2118,582
251,35130,2118,89,2010.58,-76.39999999999998,8.491,0.0,119,149.0,0,8491,18,2019-05-11 16:39:12,2118,582
252,35278,2118,91,2019.03,-76.39999999999998,8.463,0.0,119,148.0,0,8463,18,2019-05-11 16:39:13,2118,582
253,35426,2118,89,2027.41,-76.39999999999998,8.379,0.0,120,148.0,0,8379,18,2019-05-11 16:39:14,2118,582
254,35574,2117,89,2035.77,-76.60000000000002,8.36,0.0,120,148.0,0,8360,18,2019-05-11 16:39:15,2117,582
255,35722,2117,88,2044.1,-76.60000000000002,8.332,0.0,120,148.0,0,8332,18,2019-05-11 16:39:16,2117,581
256,35870,2116,89,2052.41,-76.80000000000001,8.304,0.0,120,148.0,0,8304,18,2019-05-11 16:39:17,2116,581
257,36018,2116,89,2060.77,-76.80000000000001,8.36,0.0,119,148.0,0,8360,18,2019-05-11 16:39:18,2116,582
258,36167,2116,88,2069.16,-76.80000000000001,8.379,0.0,119,149.0,0,8379,18,2019-05-11 16:39:19,2116,581
259,36316,2116,88,2077.51,-76.80000000000001,8.36,0.0,120,149.0,0,8360,18,2019-05-11 16:39:20,2116,581
260,36465,2116,89,2085.9,-76.80000000000001,8.379,0.0,120,149.0,0,8379,18,2019-05-11 16:39:21,2116,582
261,36614,2116,89,2094.38,-76.80000000000001,8.491,0.0,120,149.0,0,8491,18,2019-05-11 16:39:22,2116,581
262,36763,2116,89,2102.81,-76.80000000000001,8.435,0.0,121,149.0,0,8435,18,2019-05-11 16:39:23,2116,582
263,36912,2116,89,2111.34,-76.80000000000001,8.519,0.0,122,149.0,0,8519,18,2019-05-11 16:39:24,2116,582
264,37060,2116,88,2119.8,-76.80000000000001,8.463,0.0,123,148.0,0,8463,18,2019-05-11 16:39:25,2116,582
265,37208,2116,88,2128.29,-76.80000000000001,8.491,0.0,124,148.0,0,8491,18,2019-05-11 16:39:26,2116,582
266,37356,2116,87,2136.75,-76.80000000000001,8.463,0.0,126,148.0,0,8463,18,2019-05-11 16:39:27,2116,582
267,37504,2116,86,2145.24,-76.80000000000001,8.491,0.0,126,148.0,0,8491,18,2019-05-11 16:39:28,2116,582
268,37653,2116,86,2153.73,-76.80000000000001,8.491,0.0,126,149.0,0,8491,18,2019-05-11 16:39:29,2116,582
269,37802,2116,88,2162.14,-76.80000000000001,8.407,0.0,126,149.0,0,8407,18,2019-05-11 16:39:30,2116,581
270,37950,2116,90,2170.57,-76.80000000000001,8.435,0.0,126,148.0,0,8435,18,2019-05-11 16:39:31,2116,581
271,38098,2116,89,2179.01,-76.80000000000001,8.435,0.0,126,148.0,0,8435,18,2019-05-11 16:39:32,2116,581
272,38246,2116,89,2187.53,-76.80000000000001,8.519,0.0,126,148.0,0,8519,18,2019-05-11 16:39:33,2116,581
273,38395,2116,90,2195.94,-76.80000000000001,8.407,0.0,126,149.0,0,8407,18,2019-05-11 16:39:34,2116,581
274,38544,2116,90,2204.34,-76.80000000000001,8.407,0.0,126,149.0,0,8407,18,2019-05-11 16:39:35,2116,581
275,38692,2116,90,2212.86,-76.80000000000001,8.519,0.0,126,148.0,0,8519,18,2019-05-11 16:39:36,2116,581
276,38856,2116,90,2221.39,-76.80000000000001,8.519,0.0,127,164.0,0,8519,18,2019-05-11 16:39:37,2116,581
277,39020,2116,92,2229.91,-76.80000000000001,8.519,0.0,127,164.0,0,8519,18,2019-05-11 16:39:38,2116,581
278,39184,2116,92,2238.36,-76.80000000000001,8.463,0.0,127,164.0,0,8463,18,2019-05-11 16:39:39,2116,581
279,39358,2116,91,2246.82,-76.80000000000001,8.463,0.0,128,174.0,0,8463,18,2019-05-11 16:39:40,2116,581
280,39532,2116,91,2255.26,-76.80000000000001,8.435,0.0,128,174.0,0,8435,18,2019-05-11 16:39:41,2116,581
281,39706,2116,90,2263.75,-76.80000000000001,8.491,0.0,129,174.0,0,8491,18,2019-05-11 16:39:42,2116,581
282,39880,2116,90,2272.27,-76.80000000000001,8.519,0.0,129,174.0,0,8519,18,2019-05-11 16:39:43,2116,581
283,40054,2116,90,2280.87,-76.80000000000001,8.603,0.0,129,174.0,0,8603,18,2019-05-11 16:39:44,2116,581
284,40228,2116,90,2289.45,-76.80000000000001,8.575,0.0,129,174.0,0,8575,18,2019-05-11 16:39:45,2116,582
285,40401,2116,91,2298.08,-76.80000000000001,8.631,0.0,129,173.0,0,8631,18,2019-05-11 16:39:46,2116,581
286,40574,2116,91,2306.57,-76.80000000000001,8.491,0.0,130,173.0,0,8491,18,2019-05-11 16:39:47,2116,582
287,40748,2116,92,2315.06,-76.80000000000001,8.491,0.0,130,174.0,0,8491,18,2019-05-11 16:39:48,2116,582
288,40748,2115,91,2323.61,-77.0,8.547,0.0,131,87.0,0,8547,18,2019-05-11 16:39:49,2115,581
289,40923,2115,91,2332.11,-77.0,8.491,0.0,131,88.0,0,8491,18,2019-05-11 16:39:50,2115,581
290,41098,2115,89,2340.6,-77.0,8.491,0.0,131,175.0,0,8491,18,2019-05-11 16:39:51,2115,582
291,41272,2115,91,2349.14,-77.0,8.547,0.0,131,174.0,0,8547,18,2019-05-11 16:39:52,2115,582
292,41446,2115,91,2357.74,-77.0,8.603,0.0,131,174.0,0,8603,18,2019-05-11 16:39:53,2115,581
293,41621,2115,91,2366.34,-77.0,8.603,0.0,131,175.0,0,8603,18,2019-05-11 16:39:54,2115,581
294,41621,2114,91,2374.9,-77.19999999999999,8.547,0.0,130,174.0,0,8547,17,2019-05-11 16:39:55,2114,581
295,41969,2114,91,2383.43,-77.19999999999999,8.547,0.0,130,174.0,0,8547,17,2019-05-11 16:39:56,2114,581
296,41969,2114,91,2391.95,-77.19999999999999,8.519,0.0,130,174.0,0,8519,17,2019-05-11 16:39:57,2114,582
297,42317,2114,91,2400.42,-77.19999999999999,8.463,0.0,130,174.0,0,8463,17,2019-05-11 16:39:58,2114,582
298,42491,2114,91,2408.91,-77.19999999999999,8.491,0.0,130,174.0,0,8491,17,2019-05-11 16:39:59,2114,582
299,42665,2114,91,2417.43,-77.19999999999999,8.519,0.0,130,174.0,0,8519,17,2019-05-11 16:40:00,2114,582
300,42839,2114,90,2425.92,-77.19999999999999,8.491,0.0,131,174.0,0,8491,17,2019-05-11 16:40:01,2114,582
301,43012,2114,90,2434.42,-77.19999999999999,8.491,0.0,131,173.0,0,8491,17,2019-05-11 16:40:02,2114,582
302,43185,2114,91,2442.88,-77.19999999999999,8.463,0.0,131,173.0,0,8463,17,2019-05-11 16:40:03,2114,582
303,43358,2115,90,2451.36,-77.0,8.491,0.0,131,173.0,0,8491,17,2019-05-11 16:40:04,2115,582
304,43531,2115,90,2459.91,-77.0,8.547,0.0,131,173.0,0,8547,17,2019-05-11 16:40:05,2115,582
305,43704,2115,90,2468.41,-77.0,8.491,0.0,131,173.0,0,8491,17,2019-05-11 16:40:06,2115,581
306,43878,2115,93,2476.89,-77.0,8.491,0.0,131,174.0,0,8491,17,2019-05-11 16:40:07,2115,581
307,44052,2115,93,2485.47,-77.0,8.575,0.0,131,174.0,0,8575,17,2019-05-11 16:40:08,2115,581
308,44227,2115,92,2494.04,-77.0,8.575,0.0,131,175.0,0,8575,17,2019-05-11 16:40:09,2115,581
309,44401,2115,91,2502.62,-77.0,8.575,0.0,131,174.0,0,8575,17,2019-05-11 16:40:10,2115,581
310,44575,2115,92,2510.99,-77.0,8.379,0.0,132,174.0,0,8379,17,2019-05-11 16:40:11,2115,581
311,44749,2115,90,2519.36,-77.0,8.36,0.0,131,174.0,0,8360,17,2019-05-11 16:40:12,2115,581
312,44922,2115,90,2527.73,-77.0,8.379,0.0,132,173.0,0,8379,17,2019-05-11 16:40:13,2115,581
313,45095,2115,89,2536.15,-77.0,8.407,0.0,132,173.0,0,8407,17,2019-05-11 16:40:14,2115,581
314,45270,2115,91,2544.58,-77.0,8.435,0.0,133,175.0,0,8435,17,2019-05-11 16:40:15,2115,581
315,45445,2115,91,2553.08,-77.0,8.491,0.0,133,175.0,0,8491,17,2019-05-11 16:40:16,2115,581
316,45618,2114,91,2561.56,-77.19999999999999,8.491,0.0,134,173.0,0,8491,17,2019-05-11 16:40:17,2114,581
317,45791,2114,92,2570.05,-77.19999999999999,8.491,0.0,134,173.0,0,8491,17,2019-05-11 16:40:18,2114,582
318,45965,2114,91,2578.43,-77.19999999999999,8.379,0.0,135,174.0,0,8379,17,2019-05-11 16:40:19,2114,582
319,46139,2114,91,2586.86,-77.19999999999999,8.435,0.0,135,174.0,0,8435,17,2019-05-11 16:40:20,2114,582
320,46313,2114,89,2595.31,-77.19999999999999,8.435,0.0,134,174.0,0,8435,17,2019-05-11 16:40:21,2114,582
321,46487,2114,90,2603.77,-77.19999999999999,8.463,0.0,135,174.0,0,8463,17,2019-05-11 16:40:22,2114,582
322,46661,2114,90,2612.23,-77.19999999999999,8.463,0.0,135,174.0,0,8463,17,2019-05-11 16:40:23,2114,582
323,46835,2114,92,2620.6,-77.19999999999999,8.379,0.0,135,174.0,0,8379,17,2019-05-11 16:40:24,2114,582
324,47009,2114,89,2629.07,-77.19999999999999,8.463,0.0,135,174.0,0,8463,17,2019-05-11 16:40:25,2114,582
325,47183,2114,89,2637.5,-77.19999999999999,8.435,0.0,136,174.0,0,8435,17,2019-05-11 16:40:26,2114,581
326,47356,2114,89,2645.94,-77.19999999999999,8.435,0.0,136,173.0,0,8435,17,2019-05-11 16:40:27,2114,581
327,47529,2115,90,2654.32,-77.0,8.379,0.0,136,173.0,0,8379,17,2019-05-11 16:40:28,2115,581
328,47702,2115,91,2662.68,-77.0,8.36,0.0,136,173.0,0,8360,17,2019-05-11 16:40:29,2115,581
329,47876,2115,89,2670.95,-77.0,8.276,0.0,136,174.0,0,8276,17,2019-05-11 16:40:30,2115,581
330,48049,2115,89,2679.21,-77.0,8.248,0.0,136,173.0,0,8248,17,2019-05-11 16:40:31,2115,581
331,48222,2115,87,2687.43,-77.0,8.22,0.0,136,173.0,0,8220,17,2019-05-11 16:40:32,2115,581
332,48394,2115,86,2695.7,-77.0,8.276,0.0,137,172.0,0,8276,17,2019-05-11 16:40:33,2115,581
333,48566,2115,86,2704.0,-77.0,8.304,0.0,137,172.0,0,8304,17,2019-05-11 16:40:34,2115,581
334,48740,2115,88,2712.29,-77.0,8.276,0.0,138,174.0,0,8276,17,2019-05-11 16:40:35,2115,581
335,48914,2115,88,2720.64,-77.0,8.36,0.0,138,174.0,0,8360,17,2019-05-11 16:40:36,2115,581
336,49099,2116,86,2729.0,-76.80000000000001,8.36,0.0,138,185.0,0,8360,17,2019-05-11 16:40:37,2116,581
337,49295,2116,86,2737.27,-76.80000000000001,8.276,0.0,138,196.0,0,8276,17,2019-05-11 16:40:38,2116,582
338,49491,2116,88,2745.44,-76.80000000000001,8.164,0.0,137,196.0,0,8164,17,2019-05-11 16:40:39,2116,581
339,49691,2116,87,2753.57,-76.80000000000001,8.136,0.0,137,200.0,0,8136,17,2019-05-11 16:40:40,2116,581
340,49891,2116,87,2761.8,-76.80000000000001,8.22,0.0,138,200.0,0,8220,17,2019-05-11 16:40:41,2116,581
341,50091,2116,87,2770.05,-76.80000000000001,8.248,0.0,138,200.0,0,8248,17,2019-05-11 16:40:42,2116,581
342,50292,2115,89,2779.83,-77.0,8.192,0.0,138,201.0,0,8192,17,2019-05-11 16:40:43,2115,581
343,50493,2115,89,2786.43,-77.0,8.192,0.0,139,201.0,0,8192,17,2019-05-11 16:40:44,2115,581
344,50693,2116,88,2794.81,-76.80000000000001,8.379,0.0,139,200.0,0,8379,17,2019-05-11 16:40:45,2116,581
345,50892,2116,89,2803.24,-76.80000000000001,8.435,0.0,140,199.0,0,8435,17,2019-05-11 16:40:46,2116,581
346,51091,2116,90,2811.71,-76.80000000000001,8.463,0.0,140,199.0,0,8463,17,2019-05-11 16:40:47,2116,581
347,51288,2116,90,2820.09,-76.80000000000001,8.379,0.0,141,197.0,0,8379,17,2019-05-11 16:40:48,2116,581
348,51485,2116,90,2828.49,-76.80000000000001,8.407,0.0,141,197.0,0,8407,17,2019-05-11 16:40:49,2116,581
349,51686,2116,90,2836.88,-76.80000000000001,8.379,0.0,141,201.0,0,8379,17,2019-05-11 16:40:50,2116,581
350,51887,2116,90,2845.25,-76.80000000000001,8.379,0.0,141,201.0,0,8379,17,2019-05-11 16:40:51,2116,581
351,52088,2116,90,2853.63,-76.80000000000001,8.379,0.0,141,201.0,0,8379,17,2019-05-11 16:40:52,2116,582
352,52289,2116,89,2861.99,-76.80000000000001,8.36,0.0,141,201.0,0,8360,17,2019-05-11 16:40:53,2116,582
353,52488,2116,89,2870.4,-76.80000000000001,8.407,0.0,141,199.0,0,8407,17,2019-05-11 16:40:54,2116,582
354,52686,2115,89,2878.94,-77.0,8.547,0.0,141,198.0,0,8547,17,2019-05-11 16:40:55,2115,581
355,52884,2115,91,2887.49,-77.0,8.547,0.0,141,198.0,0,8547,17,2019-05-11 16:40:56,2115,582
356,53083,2115,91,2896.04,-77.0,8.547,0.0,140,199.0,0,8547,17,2019-05-11 16:40:57,2115,582
357,53282,2115,91,2904.47,-77.0,8.435,0.0,140,199.0,0,8435,17,2019-05-11 16:40:58,2115,582
358,53481,2115,91,2912.93,-77.0,8.463,0.0,139,199.0,0,8463,17,2019-05-11 16:40:59,2115,582
359,53681,2115,91,2921.54,-77.0,8.603,0.0,139,200.0,0,8603,17,2019-05-11 16:41:00,2115,582
360,53882,2115,91,2930.2,-77.0,8.659,0.0,139,201.0,0,8659,17,2019-05-11 16:41:01,2115,582
361,54082,2115,91,2938.69,-77.0,8.491,0.0,139,200.0,0,8491,17,2019-05-11 16:41:02,2115,582
362,54282,2115,92,2947.21,-77.0,8.519,0.0,138,200.0,0,8519,17,2019-05-11 16:41:03,2115,582
363,54482,2115,92,2955.72,-77.0,8.519,0.0,137,200.0,0,8519,17,2019-05-11 16:41:04,2115,582
364,54682,2115,91,2964.13,-77.0,8.407,0.0,137,200.0,0,8407,17,2019-05-11 16:41:05,2115,581
365,54882,2115,91,2972.46,-77.0,8.332,0.0,137,200.0,0,8332,17,2019-05-11 16:41:06,2115,581
366,55080,2115,90,2980.84,-77.0,8.379,0.0,137,198.0,0,8379,17,2019-05-11 16:41:07,2115,581
367,55276,2115,89,2989.33,-77.0,8.491,0.0,138,196.0,0,8491,17,2019-05-11 16:41:08,2115,582
368,55475,2115,89,2997.74,-77.0,8.407,0.0,138,199.0,0,8407,17,2019-05-11 16:41:09,2115,581
369,55674,2115,89,3006.2,-77.0,8.463,0.0,139,199.0,0,8463,17,2019-05-11 16:41:10,2115,581
370,55872,2115,90,3014.72,-77.0,8.519,0.0,139,198.0,0,8519,17,2019-05-11 16:41:11,2115,581
371,56070,2115,91,3023.19,-77.0,8.463,0.0,139,198.0,0,8463,17,2019-05-11 16:41:12,2115,581
372,56268,2116,91,3031.68,-76.80000000000001,8.491,0.0,138,198.0,0,8491,17,2019-05-11 16:41:13,2116,581
373,56466,2116,90,3040.06,-76.80000000000001,8.379,0.0,138,198.0,0,8379,17,2019-05-11 16:41:14,2116,581
374,56664,2116,90,3048.36,-76.80000000000001,8.304,0.0,138,198.0,0,8304,17,2019-05-11 16:41:15,2116,581
375,56862,2116,90,3056.69,-76.80000000000001,8.332,0.0,137,198.0,0,8332,17,2019-05-11 16:41:16,2116,581
376,57061,2116,89,3064.91,-76.80000000000001,8.22,0.0,137,199.0,0,8220,17,2019-05-11 16:41:17,2116,581
377,57261,2116,89,3073.13,-76.80000000000001,8.22,0.0,137,200.0,0,8220,17,2019-05-11 16:41:18,2116,581
378,57461,2116,89,3081.33,-76.80000000000001,8.192,0.0,137,200.0,0,8192,17,2019-05-11 16:41:19,2116,581
379,57662,2116,89,3089.57,-76.80000000000001,8.248,0.0,137,201.0,0,8248,17,2019-05-11 16:41:20,2116,582
380,57862,2116,88,3097.85,-76.80000000000001,8.276,0.0,137,200.0,0,8276,17,2019-05-11 16:41:21,2116,582
381,58062,2116,89,3106.13,-76.80000000000001,8.276,0.0,137,200.0,0,8276,17,2019-05-11 16:41:22,2116,582
382,58261,2116,89,3114.37,-76.80000000000001,8.248,0.0,137,199.0,0,8248,17,2019-05-11 16:41:23,2116,582
383,58460,2116,89,3122.68,-76.80000000000001,8.304,0.0,138,199.0,0,8304,17,2019-05-11 16:41:24,2116,582
384,58659,2116,88,3130.98,-76.80000000000001,8.304,0.0,137,199.0,0,8304,17,2019-05-11 16:41:25,2116,582
385,58858,2116,88,3139.2,-76.80000000000001,8.22,0.0,137,199.0,0,8220,17,2019-05-11 16:41:26,2116,582
386,59056,2116,88,3147.48,-76.80000000000001,8.276,0.0,138,198.0,0,8276,17,2019-05-11 16:41:27,2116,582
387,59254,2115,88,3155.73,-77.0,8.248,0.0,138,198.0,0,8248,17,2019-05-11 16:41:28,2115,582
388,59452,2115,88,3163.95,-77.0,8.22,0.0,138,198.0,0,8220,17,2019-05-11 16:41:29,2115,582
389,59650,2115,88,3172.2,-77.0,8.248,0.0,138,198.0,0,8248,17,2019-05-11 16:41:30,2115,581
390,59848,2115,88,3180.47,-77.0,8.276,0.0,138,198.0,0,8276,17,2019-05-11 16:41:31,2115,581
391,60047,2115,88,3188.83,-77.0,8.36,0.0,138,199.0,0,8360,17,2019-05-11 16:41:32,2115,582
392,60246,2115,89,3197.17,-77.0,8.332,0.0,139,199.0,0,8332,17,2019-05-11 16:41:33,2115,582
393,60445,2115,89,3205.39,-77.0,8.22,0.0,139,199.0,0,8220,17,2019-05-11 16:41:34,2115,582
394,60644,2115,89,3213.58,-77.0,8.192,0.0,139,199.0,0,8192,17,2019-05-11 16:41:35,2115,582
395,60841,2115,89,3221.8,-77.0,8.22,0.0,140,197.0,0,8220,17,2019-05-11 16:41:36,2115,582
396,61038,2115,89,3230.13,-77.0,8.332,0.0,139,197.0,0,8332,17,2019-05-11 16:41:37,2115,581
397,61263,2115,89,3238.59,-77.0,8.463,0.0,140,225.0,0,8463,17,2019-05-11 16:41:38,2115,581
398,61488,2115,90,3247.14,-77.0,8.547,0.0,140,225.0,0,8547,17,2019-05-11 16:41:39,2115,582
399,61714,2115,90,3255.63,-77.0,8.491,0.0,140,226.0,0,8491,17,2019-05-11 16:41:40,2115,582
400,61940,2114,92,3264.1,-77.19999999999999,8.463,0.0,140,226.0,0,8463,16,2019-05-11 16:41:41,2114,582
401,62165,2114,92,3272.53,-77.19999999999999,8.435,0.0,140,225.0,0,8435,16,2019-05-11 16:41:42,2114,582
402,62390,2114,90,3280.78,-77.19999999999999,8.248,0.0,141,225.0,0,8248,16,2019-05-11 16:41:43,2114,582
403,62613,2114,90,3289.0,-77.19999999999999,8.22,0.0,141,223.0,0,8220,16,2019-05-11 16:41:44,2114,582
404,62835,2114,88,3297.3,-77.19999999999999,8.304,0.0,141,222.0,0,8304,16,2019-05-11 16:41:45,2114,582
405,63057,2114,88,3305.47,-77.19999999999999,8.164,0.0,141,222.0,0,8164,16,2019-05-11 16:41:46,2114,582
406,63280,2115,88,3313.63,-77.0,8.164,0.0,142,223.0,0,8164,16,2019-05-11 16:41:47,2115,581
407,63503,2115,88,3321.8,-77.0,8.164,0.0,142,223.0,0,8164,16,2019-05-11 16:41:48,2115,581
408,63726,2116,88,3330.04,-76.80000000000001,8.248,0.0,142,223.0,0,8248,16,2019-05-11 16:41:49,2116,581
409,63950,2116,88,3338.26,-76.80000000000001,8.22,0.0,142,224.0,0,8220,16,2019-05-11 16:41:50,2116,581
410,64175,2115,89,3346.4,-77.0,8.136,0.0,143,225.0,0,8136,16,2019-05-11 16:41:51,2115,581
411,64399,2115,89,3354.65,-77.0,8.248,0.0,143,224.0,0,8248,16,2019-05-11 16:41:52,2115,582
412,64623,2115,88,3362.81,-77.0,8.164,0.0,143,224.0,0,8164,16,2019-05-11 16:41:53,2115,582
413,64848,2115,88,3371.01,-77.0,8.192,0.0,143,225.0,0,8192,16,2019-05-11 16:41:54,2115,582
414,65074,2115,88,3379.2,-77.0,8.192,0.0,144,226.0,0,8192,16,2019-05-11 16:41:55,2115,581
415,65299,2115,88,3387.45,-77.0,8.248,0.0,143,225.0,0,8248,16,2019-05-11 16:41:56,2115,581
416,65524,2115,88,3395.64,-77.0,8.192,0.0,143,225.0,0,8192,16,2019-05-11 16:41:57,2115,581
417,65749,2115,88,3403.89,-77.0,8.248,0.0,143,225.0,0,8248,16,2019-05-11 16:41:58,2115,581
418,65971,2115,89,3412.14,-77.0,8.248,0.0,144,222.0,0,8248,16,2019-05-11 16:41:59,2115,581
419,66193,2115,89,3420.33,-77.0,8.192,0.0,143,222.0,0,8192,16,2019-05-11 16:42:00,2115,582
420,66417,2115,88,3428.52,-77.0,8.192,0.0,143,224.0,0,8192,16,2019-05-11 16:42:01,2115,581
421,66641,2115,87,3436.68,-77.0,8.164,0.0,143,224.0,0,8164,16,2019-05-11 16:42:02,2115,582
422,66865,2115,88,3444.79,-77.0,8.108,0.0,143,224.0,0,8108,16,2019-05-11 16:42:03,2115,582
423,67089,2114,88,3452.9,-77.19999999999999,8.108,0.0,142,224.0,0,8108,16,2019-05-11 16:42:04,2114,581
424,67089,2114,88,3461.01,-77.19999999999999,8.108,0.0,142,112.0,0,8108,16,2019-05-11 16:42:05,2114,581
425,67314,2114,87,3469.29,-77.19999999999999,8.276,0.0,143,113.0,0,8276,16,2019-05-11 16:42:06,2114,582
426,67540,2114,87,3477.59,-77.19999999999999,8.304,0.0,143,226.0,0,8304,16,2019-05-11 16:42:07,2114,582
427,67766,2114,88,3485.84,-77.19999999999999,8.248,0.0,143,226.0,0,8248,16,2019-05-11 16:42:08,2114,581
428,67992,2114,89,3502.25,-77.19999999999999,8.164,0.0,144,226.0,0,8164,16,2019-05-11 16:42:10,2114,581
429,68217,2114,88,3510.47,-77.19999999999999,8.22,0.0,144,225.0,0,8220,16,2019-05-11 16:42:11,2114,581
430,68441,2115,88,3518.64,-77.0,8.164,0.0,144,224.0,0,8164,16,2019-05-11 16:42:12,2115,581
431,68664,2115,88,3526.86,-77.0,8.22,0.0,144,223.0,0,8220,16,2019-05-11 16:42:13,2115,581
432,68887,2115,88,3535.05,-77.0,8.192,0.0,144,223.0,0,8192,16,2019-05-11 16:42:14,2115,581
433,69112,2115,88,3543.13,-77.0,8.08,0.0,144,225.0,0,8080,16,2019-05-11 16:42:15,2115,581
434,69339,2115,87,3551.21,-77.0,8.08,0.0,144,227.0,0,8080,16,2019-05-11 16:42:16,2115,581
435,69564,2115,87,3559.37,-77.0,8.164,0.0,144,225.0,0,8164,16,2019-05-11 16:42:17,2115,581
436,69787,2115,87,3567.48,-77.0,8.108,0.0,143,223.0,0,8108,16,2019-05-11 16:42:18,2115,581
437,70010,2115,88,3575.62,-77.0,8.136,0.0,144,223.0,0,8136,16,2019-05-11 16:42:19,2115,581
438,70233,2115,88,3583.76,-77.0,8.136,0.0,144,223.0,0,8136,16,2019-05-11 16:42:20,2115,581
439,70456,2115,87,3591.95,-77.0,8.192,0.0,144,223.0,0,8192,16,2019-05-11 16:42:21,2115,581
440,70680,2115,87,3599.92,-77.0,7.968,0.0,144,224.0,0,7968,16,2019-05-11 16:42:22,2115,581
441,70904,2115,87,3607.88,-77.0,7.968,0.0,144,224.0,0,7968,16,2019-05-11 16:42:23,2115,581
442,71125,2115,87,3615.85,-77.0,7.968,0.0,144,221.0,0,7968,16,2019-05-11 16:42:24,2115,581
443,71346,2116,85,3624.4,-76.80000000000001,8.547,0.0,144,221.0,0,8547,16,2019-05-11 16:42:25,2116,581
444,71573,2116,85,3633.09,-76.80000000000001,8.687,0.0,144,227.0,0,8687,16,2019-05-11 16:42:26,2116,581
445,71800,2116,87,3641.91,-76.80000000000001,8.827,0.0,144,227.0,0,8827,16,2019-05-11 16:42:27,2116,581
446,72025,2116,91,3650.77,-76.80000000000001,8.855,0.0,145,225.0,0,8855,16,2019-05-11 16:42:28,2116,581
447,72250,2115,94,3659.51,-77.0,8.743,0.0,145,225.0,0,8743,16,2019-05-11 16:42:29,2115,581
448,72471,2115,94,3668.17,-77.0,8.659,0.0,145,221.0,0,8659,16,2019-05-11 16:42:30,2115,581
449,72692,2115,94,3676.86,-77.0,8.687,0.0,145,221.0,0,8687,16,2019-05-11 16:42:31,2115,581
450,72915,2115,91,3685.54,-77.0,8.687,0.0,145,223.0,0,8687,16,2019-05-11 16:42:32,2115,582
